Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
22-Aug-24,22660.3,22661,22501.95,22546.1,19003030,3080.7
23-Aug-24,22565.6,22608.1,22450.85,22527.85,15638312,2612.23
26-Aug-24,22520.65,22607.35,22437.15,22554.95,19215630,2676.9
27-Aug-24,22597.8,22758.5,22547.5,22729,20379542,3409.33
28-Aug-24,22815.7,23090.75,22710.55,22989.1,31534358,4162.89
29-Aug-24,22969,23111.5,22774.25,22878.05,25275411,3478.87
30-Aug-24,22918.7,23275.5,22915.3,23217.6,60547146,8633.24
02-Sep-24,23343.05,23384.85,22957.5,22987.45,19554592,2599.68
03-Sep-24,23035.1,23219.35,22986.3,23014.3,18221554,2912.07
04-Sep-24,22942.9,23214.5,22902.3,23184.4,30193963,3546.94
05-Sep-24,23216.9,23404.85,23116.9,23156.7,42005890,4081.72
06-Sep-24,23154.7,23233.15,22988.9,23043.4,21128194,2658.37
09-Sep-24,23019,23100.85,22884.55,23009.4,25519933,2966.13
10-Sep-24,23126.3,23297.5,23109.75,23256.85,33430673,4195.79
11-Sep-24,23293.15,23463.1,23175.75,23220.4,27832371,3223.57
12-Sep-24,23358.75,23488.7,23239.5,23429.6,66304539,6450.12
13-Sep-24,23466.25,23521.15,23365.05,23457.65,41737222,3733.08
16-Sep-24,23560.55,23573.85,23414.9,23448.75,20935338,2140.34
17-Sep-24,23472.95,23504.5,23367.55,23383.65,21509195,2311.7
18-Sep-24,23411.65,23414.15,22914.75,23025.2,21157793,2433.73
19-Sep-24,23108.65,23160.1,22802.6,22930.15,25530994,3481.72
20-Sep-24,23014.4,23062.4,22857.05,23005.25,30086344,4834.47
23-Sep-24,23134.35,23292.05,23035.6,23134.25,24857710,3444.12
24-Sep-24,23103.3,23240.6,23094.8,23188.4,22614320,3212.93
25-Sep-24,23241.9,23278.9,23087.7,23249,20101486,2988.05
26-Sep-24,23275.4,23287.25,23022.15,23250.9,28665880,3726.12
27-Sep-24,23268.55,23557.45,23257.35,23519.1,43713739,8220.58
30-Sep-24,23497.75,23578.5,23250.4,23281.2,22479801,3452.56
01-Oct-24,23294.25,23328.65,23084.05,23296.55,20875346,2828.81
03-Oct-24,23168.3,23356,23090.25,23178.75,29684169,3759.83
04-Oct-24,23140,23442,22983.5,23094.7,26995388,3599.89
07-Oct-24,23145.2,23215.45,22852.7,22977.8,23222004,3217.92
08-Oct-24,22925.7,23345.55,22896.05,23307.95,16330794,2510.25
09-Oct-24,23319.45,23907.9,23314.2,23783.8,21326107,4515.02
10-Oct-24,23834,23885.95,23254.6,23305.15,22404513,3420.08
11-Oct-24,23378.05,23592.9,23261.15,23582.25,21021806,3121.08
14-Oct-24,23624.1,23713.95,23475.85,23680,15731679,2449.93
15-Oct-24,23727.05,23808.85,23495.55,23555.7,16143333,2928.81
16-Oct-24,23561.7,23591.8,23331.55,23467.35,18864140,2912.75
17-Oct-24,23569.2,23577.95,23200.55,23254,12398857,1982.19
18-Oct-24,23249.25,23426.55,23075.5,23356.2,16426028,2205.8
21-Oct-24,23412.7,23486.95,23074.55,23122.7,13240533,2051.83
22-Oct-24,23126.25,23206.45,22790.85,22828.2,15953893,2318.89
23-Oct-24,22764.45,22896.15,22437.95,22471.6,16707077,2308.47
24-Oct-24,22493.15,22651.9,22464.1,22570.8,13218517,2132.53
25-Oct-24,22606.2,22752.2,22463,22574.55,34313299,3385.86
28-Oct-24,22604.05,22948.7,22430.45,22857.25,19497409,2586.81
29-Oct-24,22978.65,23003.95,22360.5,22601.4,22346817,2788.95
30-Oct-24,22512.8,22569,22216.95,22374.95,28770605,3995.86
31-Oct-24,22639.8,22781.1,22550.5,22735.55,45931880,5625.97
01-Nov-24,22886.45,22894.55,22724.3,22807.15,3063084,350.89
04-Nov-24,22817,22817,22421.25,22638.3,24876573,3652.11
05-Nov-24,22613.85,22788.15,22381.6,22661.25,24723184,3674.61
06-Nov-24,22781.15,22979.35,22687.6,22920.35,31576146,4043.41
07-Nov-24,23028.5,23032.55,22478.2,22526.95,25837998,3327.8
08-Nov-24,22603.45,22673.35,22428.8,22542.25,24374629,3204.51
11-Nov-24,22671.05,22678.55,22285.95,22344.25,38076927,3691.04
12-Nov-24,22317.6,22537.85,22094.2,22151.6,25734879,3347.67
13-Nov-24,22089.3,22120.65,21757.2,21809.3,20036900,2628.82
14-Nov-24,21802.65,22012,21693.9,21752,17236614,2190.52
18-Nov-24,21802.65,21851.4,21475.95,21544.15,19208641,2574.48
19-Nov-24,21505.35,21990.05,21495.75,21768.85,14903667,2065.15
21-Nov-24,21672.05,21857.85,21552.9,21740.1,13684857,2110.33
22-Nov-24,21769.35,22024.3,21721.55,21962.05,13496693,1581.09
25-Nov-24,22163.85,22275.7,22064.9,22177.05,33792371,7100.36
26-Nov-24,22231.75,22250.55,21924.85,21961.75,20378770,2045.4
27-Nov-24,21970,22037.7,21751.9,21828.6,24092873,2366.98
28-Nov-24,21855.8,21884.5,21649.5,21728.6,25067860,3077.28
29-Nov-24,21817.65,22297.55,21796.3,22240.2,24565703,3541.56
02-Dec-24,22323.95,22517.55,22269.4,22450.2,32213907,3706.04
03-Dec-24,22600,22603.9,22399.55,22445.7,37466505,3922.39
04-Dec-24,22497.85,22526.8,22292.1,22422.9,27212526,3338.28
05-Dec-24,22485.65,22528.3,22145.05,22463.4,28043021,3982.91
06-Dec-24,22548.55,22562.95,22398.05,22434.75,20141585,2804.93
09-Dec-24,22434.5,22463.25,22266.3,22309.1,25657954,3030.43
10-Dec-24,22392.4,22419.2,22179.4,22291.45,18847510,2730.01
11-Dec-24,22352,22397.15,22267.1,22302.6,14659435,2085.57
12-Dec-24,22402.3,22420.55,22187.75,22229.3,16683178,2347.5
13-Dec-24,22184.4,22222.5,21798,22157.35,20793519,2612.42
16-Dec-24,22212.2,22289.35,22067.1,22255.55,14374191,1976.2
17-Dec-24,22307.4,22350.5,22015.75,22074.55,18288931,2641.65
18-Dec-24,22105.85,22431.1,22099.85,22314.55,25838305,3782.35
19-Dec-24,22209.35,22726.9,22163.6,22697.9,29682483,4495.26
20-Dec-24,22708.45,22791,22452.45,22501.85,28073744,3844.66
23-Dec-24,22603.8,22705.45,22363.55,22572.05,15744340,2391.88
24-Dec-24,22603.1,22669.3,22470.4,22558.9,20214089,2167.35
26-Dec-24,22571.4,22745.35,22451.2,22712.55,16984922,2001.72
27-Dec-24,22756.3,23066.1,22691.05,23008.35,21018323,2846.72
30-Dec-24,23037.2,23313.2,22980.8,23241.15,38732713,5973.09
31-Dec-24,23191.35,23511.95,23152.05,23412.25,21380127,3440.89
01-Jan-25,23441.8,23509.65,23321.65,23459.75,14507307,1946.96
02-Jan-25,23494.65,23566.75,23308.95,23553.4,17930836,2552.45
03-Jan-25,23569.95,23604.45,23208.85,23263.5,15237502,2310.14
06-Jan-25,23283.95,23301.85,22912.3,23073.05,15764743,2189.8
07-Jan-25,23116.8,23413.2,23116.8,23228.55,36434314,3347.51
08-Jan-25,23338.7,23418.2,22897.5,23011.1,17390763,2366.43
09-Jan-25,23043.15,23085.3,22836.2,22868.1,15886753,2035.67
10-Jan-25,22826.65,22918.85,22336.8,22380.85,17004841,2210.65
13-Jan-25,22256.95,22277.8,21848.55,21903.35,41642121,3680.51
14-Jan-25,21970.75,22250,21910.05,22203.9,29917481,2553
15-Jan-25,22281.85,22288.55,21834,21972.7,20173180,2239.69
16-Jan-25,22083.55,22085.7,21810.3,21909.75,22794626,2505.5
17-Jan-25,21950.3,22124.4,21836.95,22061.7,14997260,1584.1
20-Jan-25,22099.8,22213.9,21863.45,22182.4,18161071,1833.6
21-Jan-25,22195.75,22395.8,21862.65,21882.9,14485162,1828.7
22-Jan-25,21962.95,22055.05,21829.45,22034.95,13897011,1917.8
23-Jan-25,21980.3,22373.95,21959.95,22343.3,14838176,2035.7
24-Jan-25,22199.55,22249.75,21775.9,21872.4,29670118,3509.1
27-Jan-25,21786,21807.15,21225.65,21292.3,41383613,3828.12
28-Jan-25,21266.8,21272.55,20673.8,20796.6,37111516,4476.48
29-Jan-25,20816,21220.35,20783.95,21163.9,23491076,2618.51
30-Jan-25,21245.6,21485.3,21198.5,21419.65,37536200,3391.91
31-Jan-25,21413.1,21641.2,21304.85,21438.6,25033341,2968.64
01-Feb-25,21443.25,21670.45,21234.2,21334.8,11355516,1298.84
03-Feb-25,21370.2,21397.8,21060.7,21361.6,14956466,2558.81
04-Feb-25,21486.85,21761.85,21459.65,21733.95,21478639,3356.34
05-Feb-25,21807.65,21929.9,21604.55,21868.5,28283143,3288.63
06-Feb-25,21942.35,22170.85,21910.35,22009.05,31651181,4053.25
07-Feb-25,22049.45,22143.8,21891.55,22077,16351875,2339.18
10-Feb-25,22028.85,22082,21608.6,21665.65,12622409,2021.08
11-Feb-25,21680.9,21704.95,21123.65,21249.5,16509011,2514.18
12-Feb-25,21287.95,21306.5,20931.15,21142.05,20180071,2605.84
13-Feb-25,21165.45,21611.2,21165.45,21427.1,34325431,4571.22
14-Feb-25,21466.8,21499.7,20673.1,20811.55,35511143,4092.27
17-Feb-25,20755.55,21157.9,20652.95,21076,20315917,2488.66
18-Feb-25,21060.55,21142.05,20835.55,20969.2,17862264,2075.24
19-Feb-25,20590.6,20930.15,20299.95,20820,25280274,3082.21
20-Feb-25,20746.3,20841.15,20682.1,20785.75,17502310,2076.29
21-Feb-25,20824.7,20869.1,20303.35,20385.65,28766986,3497.18
24-Feb-25,20256.6,20550.6,20222.15,20389.7,20893703,2467.75
25-Feb-25,20393.35,20500.85,20203.4,20249.15,25558885,3010.36
27-Feb-25,20292.8,20336.9,20051.65,20201.25,21215231,2606.72
28-Feb-25,20223.9,20223.9,19755.8,19813.5,37023014,5038.28
03-Mar-25,19764.25,19908.95,19633.95,19879.8,18487788,2120.84
04-Mar-25,19795.2,19884.9,19635.15,19820.65,16193623,1770.11
05-Mar-25,19761.6,20149.65,19713.1,20126.8,24003833,2492.02
06-Mar-25,20293.6,20457,20200.45,20423.35,19934663,2237.67
07-Mar-25,20458.6,20509.7,20327.75,20378.3,13936758,1593.29
10-Mar-25,20429.95,20591.3,20198.3,20256.55,14297217,1748.04
11-Mar-25,20150.25,20444.45,20101.45,20332.1,16926273,2029.31
12-Mar-25,20357,20443.35,20178.3,20424,16809238,2158.94
13-Mar-25,20458.5,20499.5,20305.15,20386.85,10523318,1426.56
17-Mar-25,20442,20775.55,20404.55,20703.95,15939188,1952.43
18-Mar-25,20807.8,21077.3,20712.25,21041.3,14698776,2061.41
19-Mar-25,21133.25,21172.2,20915.3,21145.65,15593353,1983.79
20-Mar-25,21242.85,21364.95,21112,21340.6,11571350,1569.6
21-Mar-25,21417.5,21680.8,21358,21625.9,26136093,4169.74
24-Mar-25,21734.85,21807.8,21607.65,21771.15,13361541,1804.79
25-Mar-25,21840.4,21869,21427.8,21542.5,15394524,2061.11
26-Mar-25,21568.95,21594.45,21299.9,21360.6,15007649,1977.27
27-Mar-25,21247.1,21305.05,21042.85,21275.15,35173908,5117.02
28-Mar-25,21277.3,21313.35,20999.95,21137.45,16678270,2191.33
01-Apr-25,21085.5,21218.45,20704.7,20771.8,19614920,2744.87
02-Apr-25,20771.05,20983.9,20615.35,20952.85,14812440,2103.73
03-Apr-25,21571.85,21996.6,21372.4,21423.55,47527581,6235.57
04-Apr-25,21430.95,21431.2,20089.45,20560,45409086,5429.22
07-Apr-25,19122.7,20150,19121.1,19995.5,29810783,4058.5
08-Apr-25,20103,20471.3,20077.9,20377.9,20693048,2433.61
09-Apr-25,20019.9,20137.9,19839.6,19976.3,26731526,3152.83
11-Apr-25,20608.35,20684.75,20379.25,20461.9,26198970,3208.31
15-Apr-25,20823.2,20957.25,20665.25,20912.2,19456603,2547.44
16-Apr-25,20844.3,20972.1,20768.2,20874.3,24893611,2957.56
17-Apr-25,20886.7,21166.7,20862.8,21126.75,19637979,2600.13
21-Apr-25,21308.9,21380.4,21078.05,21351.05,16796235,2295.84
22-Apr-25,21378.8,21501.85,21202.3,21438.05,15147198,2108.05
23-Apr-25,21537.7,21759.55,21422.65,21738.95,20324027,2667.81
24-Apr-25,21769.15,22058.2,21679.4,21974.6,47684178,5961.99
25-Apr-25,22008.5,22116.25,21323.2,21482.55,25920221,2999.59
28-Apr-25,21466.1,21961.9,21465.5,21908.1,17923460,2427.88
29-Apr-25,21948.1,21980.85,21567.2,21676.65,17091172,2423.68
30-Apr-25,21708.85,21970,21668.15,21772.45,22186030,3096.43
02-May-25,21729.9,21863,21495.05,21627.45,16217529,2512.41
05-May-25,21699.1,21802.05,21627,21775.75,16174644,1816.93
06-May-25,21672.85,21700.3,21359.3,21534.35,20851624,2223.58
07-May-25,21320.8,21556.1,21313.4,21462.45,18076669,2047.5
08-May-25,21464.75,21517.95,21013,21115.05,19426386,2486.48
09-May-25,20855.05,21107.3,20825.25,21071.75,17796347,1898.52
12-May-25,20949.7,21156.75,20576.05,21102.7,36952478,4472.01
13-May-25,21226.3,21589.1,21225.8,21359.75,30294693,4086.37
14-May-25,21362.2,21508.4,21176.75,21480.5,19067620,2443.24
15-May-25,21489.2,21671.35,21327.95,21650.65,21721264,3030.94
16-May-25,21717,21717,21504.5,21633.2,15463769,2320.17
19-May-25,21723.85,22026.65,21662.5,21740.45,18573501,3801.41
20-May-25,21819.65,21857.65,21427.75,21456.15,20475577,2986.52
21-May-25,21489.2,21947.5,21461.2,21723.65,22963271,3349.97
22-May-25,21703.35,21741.7,21431.45,21521.75,18723761,2635.49
23-May-25,21389.35,21452.1,21172.85,21434.25,17094803,2514.98
26-May-25,21541.65,21650.45,21443.3,21501.8,14424777,2698.7
27-May-25,21520.35,21590.8,21444.2,21524.95,14999715,1970.45
28-May-25,21562.6,21574.55,21356.35,21393.3,16558334,2154.23
29-May-25,21489.9,21610.7,21419.35,21589.35,19682661,2667.31
30-May-25,21570.8,21641.55,21390.1,21442.05,28331923,4502.05
02-Jun-25,21445.5,21465.55,21261,21394.1,12384770,1867.98
03-Jun-25,21514.55,21514.55,21303.85,21354.2,18046954,2494.29
04-Jun-25,21338.7,21461.35,21311.7,21371.7,14924203,2394.61
05-Jun-25,21407.3,21694.05,21405.9,21644.2,23586520,2912.12
