Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
26-Dec-24,8835.9,8853.25,8757.75,8805.25,94353392,2684.42
27-Dec-24,8820.5,8869.8,8707.65,8720.7,87231941,2203.59
30-Dec-24,8720.85,8753.3,8584,8609.85,147909117,5430.11
31-Dec-24,8590.7,8679.95,8573.35,8649.9,97002022,2610.33
01-Jan-25,8646.6,8667.7,8580.25,8639.9,75777253,2484.1
02-Jan-25,8655.75,8728.15,8616.5,8723.35,94526953,2555.48
03-Jan-25,8723.7,8817.15,8710.9,8729.95,95275929,2774.87
06-Jan-25,8740.65,8740.8,8430.5,8455.5,125151116,3023.11
07-Jan-25,8464.05,8595.05,8459.75,8560.55,100898170,2118.91
08-Jan-25,8558.35,8567.2,8436.85,8503.2,103756491,2118.17
09-Jan-25,8474.1,8501.75,8386.35,8398.85,87581913,2179.25
10-Jan-25,8391.15,8412.45,8204.45,8262.95,112931617,2809.99
13-Jan-25,8194.65,8198.45,7935.35,7951.35,131282530,3044.46
14-Jan-25,7978.15,8283.8,7977.9,8267.5,142609691,3790.42
15-Jan-25,8323,8353.9,8236.35,8280.95,83678270,2257.5
16-Jan-25,8389.65,8450.3,8367.8,8422,96972152,2662.41
17-Jan-25,8435.9,8556.35,8412.2,8521.7,103435020,2442.6
20-Jan-25,8558.3,8643.45,8473.5,8613.35,89799347,2140.55
21-Jan-25,8661.6,8696.45,8520.1,8532.1,115926798,2624.55
22-Jan-25,8560.7,8560.75,8332.1,8470.25,98678064,2249.44
23-Jan-25,8448.9,8557.7,8409.35,8515.55,91609152,2054.78
24-Jan-25,8523.15,8617.7,8417.5,8438.8,96930893,2465.52
27-Jan-25,8333.45,8348,8170.25,8189.8,82416322,2205.76
28-Jan-25,8218.05,8259.15,8055.15,8157.45,105174086,2374.58
29-Jan-25,8183.05,8321.55,8153.8,8308.65,64906236,1567.05
30-Jan-25,8320.35,8437.55,8250.7,8299.75,80553821,2361.88
31-Jan-25,8278.8,8409.2,8190.9,8399.7,115663370,4190.49
01-Feb-25,8420.5,8443.9,8161.3,8298.5,75361515,1972.4
03-Feb-25,8187.95,8196.05,7979.55,8155.15,123170736,3417.71
04-Feb-25,8229.15,8358.65,8227.8,8301.45,81524799,2249.25
05-Feb-25,8313.75,8467.8,8312.75,8427.1,76925912,1989.07
06-Feb-25,8449.55,8469.45,8325.8,8363.65,87167734,2029.1
07-Feb-25,8377.95,8611.9,8370.8,8585.8,153565910,3609.67
10-Feb-25,8560.9,8563.75,8319.35,8359.25,88155050,2141.94
11-Feb-25,8302.15,8423.9,8182.25,8213.55,140101482,4166.38
12-Feb-25,8205.7,8316.75,8060.45,8268.4,162156517,3543
13-Feb-25,8263.7,8459.15,8256.05,8336.35,130750766,2971.05
14-Feb-25,8380.45,8460.8,8097.8,8187.5,143656484,3850.13
17-Feb-25,8155.4,8261.35,8028.8,8250.2,85236017,2327.64
18-Feb-25,8263.1,8278.2,8119.8,8255.6,85330173,2031.43
19-Feb-25,8201.35,8380.95,8167.2,8359.2,82207040,2332.86
20-Feb-25,8341.15,8538.4,8336.4,8523,95481796,2607.56
21-Feb-25,8528.9,8657.3,8498.7,8609.7,161689440,3965.73
24-Feb-25,8506.15,8557.05,8378.2,8422.8,97579375,2364.12
25-Feb-25,8413.65,8437,8282.1,8293.45,105752432,2888.68
27-Feb-25,8308.95,8364.65,8241,8334.8,101988676,2575.11
28-Feb-25,8272.25,8272.25,8119.55,8219.25,164289860,4576.07
03-Mar-25,8244.7,8344.55,8085.55,8316.3,109783895,2868.66
04-Mar-25,8197.2,8393,8157.9,8347.75,107574275,2284.34
05-Mar-25,8322.2,8693.9,8322.15,8685.2,189397264,4097.17
06-Mar-25,8762.5,8947.25,8734.65,8888.65,190921759,4520.14
07-Mar-25,8870.3,8978.05,8853.25,8926.9,166447648,3655.14
10-Mar-25,8924.65,9042.8,8825.6,8850.3,144016744,3459.95
11-Mar-25,8739.9,8915.85,8715.15,8897.3,121780148,2805.42
12-Mar-25,8941.35,8972.6,8725.8,8854.3,102928370,2352.26
13-Mar-25,8897.75,8920.4,8763.1,8777.65,112647615,2506.79
17-Mar-25,8810.2,8910,8803.85,8845.25,95328292,2234.27
18-Mar-25,8923,9041.6,8892.45,9033.45,119037464,2822.07
19-Mar-25,9142.3,9185.2,9076.85,9148.55,201795766,4275.21
20-Mar-25,9219.5,9274,9092.4,9254.1,156402511,4119
21-Mar-25,9282.85,9291.65,9166.4,9203.55,190618416,4630.2
24-Mar-25,9261.25,9305.55,9200.95,9262.85,137936756,3199.44
25-Mar-25,9291.35,9299.15,9098.2,9132.9,112618009,2653.45
26-Mar-25,9150.65,9212.7,9078.4,9097.7,104978229,2695.91
27-Mar-25,9066.85,9178.7,9057.1,9159.8,106674268,3171.04
28-Mar-25,9172.9,9235.2,9045.1,9092.5,114287248,3117.44
01-Apr-25,9015.85,9127.05,8975.55,9016.85,103688407,2429.79
02-Apr-25,9038.75,9097.6,8932.25,9080.05,100976913,2543.05
03-Apr-25,9006.2,9083.65,8963.05,9005.15,97060234,2701.53
04-Apr-25,8936.95,8945.5,8375.35,8414.45,251623204,5827.34
07-Apr-25,7691,7930.8,7690.2,7846.35,290678853,6197.12
08-Apr-25,8080.9,8161.4,7800.85,7965.6,184429012,3910.02
09-Apr-25,7924.85,7924.85,7764.45,7847.5,185779410,3462.83
11-Apr-25,8136.8,8229,8031.5,8168.3,176799491,4029.94
15-Apr-25,8332.4,8446.3,8282.85,8429.85,125013033,2834.58
16-Apr-25,8427.4,8478.45,8332.8,8454.8,123389766,2629.26
17-Apr-25,8403,8515.9,8348.5,8476.5,132096532,3030.03
21-Apr-25,8502.75,8674,8469,8653.5,106598046,2456.73
22-Apr-25,8759.15,8783.4,8658.5,8669.5,144813346,3297.61
23-Apr-25,8738.65,8747.65,8589.3,8737.3,130841964,2684.84
24-Apr-25,8729.5,8793.3,8705.4,8753.3,100776114,2458.96
25-Apr-25,8790.15,8833.75,8487.4,8569.75,162665252,3397.29
28-Apr-25,8554.2,8717.05,8551.15,8689.9,84623553,2146.96
29-Apr-25,8711.3,8762.4,8596.05,8607.15,79225090,1911.78
30-Apr-25,8600.85,8666.15,8524.55,8581.8,93091204,2578.8
02-May-25,8590.15,8714.55,8458.6,8518.4,135405628,4042.23
05-May-25,8523.1,8640.7,8505.9,8600.15,68434733,2563.48
06-May-25,8622.1,8655.6,8498.9,8524.7,99801615,2476.54
07-May-25,8428.55,8635.75,8428.2,8608.05,96581063,2374.12
08-May-25,8618.25,8640.25,8378.7,8428.4,101360903,2839.13
09-May-25,8258.8,8436.1,8256.2,8420.55,89509903,2067.88
12-May-25,8641.9,8925.65,8620.65,8914.25,161696033,4063.42
13-May-25,8907.9,8928.1,8814.8,8834.65,125054962,3242.71
14-May-25,8881,9085.05,8881,9052.1,191523769,4444.87
15-May-25,9067.1,9223.4,9029.65,9210.05,157007034,4209.21
16-May-25,9222,9242.9,9175.95,9201.85,78574081,2402.77
19-May-25,9222.1,9251.55,9161.65,9210.75,87197709,2438.97
20-May-25,9285.65,9343.35,9140.35,9156.05,148283405,3569.89
21-May-25,9185.85,9232.3,9124.45,9208.15,105472654,2774.65
22-May-25,9208.55,9234.45,9111,9179.65,198975000,4031.64
23-May-25,9205.1,9277.65,9170.75,9249.6,119003276,2832.61
26-May-25,9282.9,9379.5,9254.15,9336.45,113914716,3032.23
27-May-25,9338.85,9365.45,9262.95,9294.95,85219733,2289.2
28-May-25,9309,9321.65,9228.2,9239.5,115499772,2699.96
29-May-25,9313.75,9378.65,9279.15,9351.65,146004468,5096.57
30-May-25,9351.7,9384.45,9178.75,9193.25,131731946,4077.06
02-Jun-25,9130.75,9161.2,9047.95,9128.55,112116516,3166.61
03-Jun-25,9148.3,9204.2,9113.35,9122.3,112093061,3094.87
04-Jun-25,9129.45,9204,9064.65,9177.4,86129978,2508.36
05-Jun-25,9204.75,9258.95,9162,9231.5,101325385,3160.78
06-Jun-25,9261.7,9418.65,9246.55,9406.45,147827682,4238.91
09-Jun-25,9450.05,9523.9,9418.1,9477,97819308,3265.06
10-Jun-25,9522.4,9581.8,9499.05,9509.7,121645731,3928.3
11-Jun-25,9544.8,9573.6,9479.7,9495.8,96812660,3127.06
12-Jun-25,9503.75,9511.1,9323.85,9348.5,95351812,2975.28
13-Jun-25,9165.05,9311,9156.9,9258.8,95267348,2407.47
16-Jun-25,9272.5,9381.65,9167.1,9358.25,78869084,2380.41
17-Jun-25,9349.9,9366.9,9211.2,9224.4,76915633,2541.09
18-Jun-25,9215.45,9238.8,9120.55,9158.25,218453098,8709.72
19-Jun-25,9156.15,9158.25,8997.35,9040.45,98113183,2946.95
20-Jun-25,9035.35,9194.9,9025.1,9138.6,121495658,4891.38
23-Jun-25,9083,9245.05,9064.1,9198.55,70975399,2312.26
24-Jun-25,9290.7,9395.7,9261.15,9291.1,97592911,2791.47
25-Jun-25,9351.7,9354.25,9311.15,9329.2,70705540,2526.16
26-Jun-25,9360.45,9554.9,9354.35,9544.55,161322138,4706.79
27-Jun-25,9592.8,9678.45,9563.4,9578.2,167374796,5785.16
30-Jun-25,9604.2,9610.05,9510.8,9534.8,75682063,2577.3
01-Jul-25,9551.95,9573.95,9453.3,9564.55,124495699,3039.23
02-Jul-25,9584.35,9747.55,9538.75,9699.2,169143532,4375.91
03-Jul-25,9720.7,9786.15,9610.9,9623.45,166493613,3898.8
04-Jul-25,9644.25,9657,9522.05,9580.4,61722427,1720.48
07-Jul-25,9577.9,9578.55,9496.85,9522.15,55150865,1484.72
08-Jul-25,9524.25,9560.2,9483.8,9517.4,54418175,1506.65
09-Jul-25,9554.4,9554.45,9266.65,9384.5,140430478,4507.52
10-Jul-25,9403.7,9463.2,9366.4,9423.55,70824673,2168
11-Jul-25,9411.15,9476.65,9373.1,9382.85,97057119,2288.39
14-Jul-25,9379.65,9472.8,9352.55,9407.95,72221714,2030.62
15-Jul-25,9430.9,9444.3,9344.35,9411.95,79148034,1872.37
16-Jul-25,9407.15,9412.45,9334.05,9360.7,72089027,1806.91
17-Jul-25,9383.05,9473.3,9358.3,9423.35,75624307,2012.32
18-Jul-25,9439.85,9509.05,9398.75,9458.2,125463275,2485.93
21-Jul-25,9510.9,9585.35,9492.75,9555.5,118853456,3014.41
22-Jul-25,9576.25,9598.85,9522.3,9533.3,80608817,1990.27
23-Jul-25,9558.2,9594.85,9519.4,9579.05,84358910,1878.03
24-Jul-25,9595.7,9644.75,9554.3,9582.3,69622205,2188.98
25-Jul-25,9579.95,9584.9,9406.4,9425.1,82522254,2372.86
28-Jul-25,9418.1,9432.5,9288.5,9316.45,103126614,2727.15
29-Jul-25,9279.65,9427.35,9279.65,9409.7,68058096,2076.41
30-Jul-25,9426.65,9464.6,9379.2,9399.75,65586332,2006.7
31-Jul-25,9290.8,9402.45,9255.85,9285.45,103991857,3360.36
01-Aug-25,9281.8,9285.4,9086.35,9102.35,75668134,2194.78
04-Aug-25,9127.4,9350.6,9102.15,9327.85,94340586,2233.62
05-Aug-25,9347.15,9374.3,9290.15,9336.05,60185769,1917.03
06-Aug-25,9368.65,9368.65,9256.6,9298.75,53608614,1726.92
07-Aug-25,9253.4,9328.75,9144.1,9310.65,72609144,2378.26
08-Aug-25,9309.65,9327.3,9127.25,9147.1,55355525,2062.66
11-Aug-25,9153.35,9227.2,9134.45,9194.8,53731711,1950.51
12-Aug-25,9163.15,9280.7,9160.5,9229.7,68634317,2417.88
13-Aug-25,9285.7,9424.75,9275.3,9345.95,101499911,3021.07
14-Aug-25,9351.2,9362.25,9181.7,9216.25,114743024,2549.12
18-Aug-25,9335,9414.55,9290.75,9387.5,110641932,3035.31
19-Aug-25,9412.6,9463.6,9369.55,9457.5,80190742,2493.21
20-Aug-25,9433.7,9538.95,9407.85,9497.75,109474168,3018.31
21-Aug-25,9506.65,9538.35,9484.35,9493.65,61406626,2123.55
22-Aug-25,9494.35,9499.75,9363.15,9375.45,62051947,2315.21
25-Aug-25,9419.9,9477,9396.7,9436.75,62350537,2399.58
26-Aug-25,9412.85,9414.6,9256.8,9280.05,83279066,2995.74
