Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
01-Jan-24,48203.45,48450,48044.15,48234.3,146861652,4959.89
02-Jan-24,48194.8,48223.55,47689.8,47761.65,183177683,8751.01
03-Jan-24,47796.3,47798.75,47481.35,47704.95,233345158,9832.53
04-Jan-24,47805.4,48281.2,47738.15,48195.85,175744981,9718.17
05-Jan-24,48245.55,48381.95,47822.85,48159,180954626,9834.28
08-Jan-24,48096.65,48154.5,47387.35,47450.25,231436501,9469.54
09-Jan-24,47705.4,47939.3,47156.05,47242.65,160987383,7934.05
10-Jan-24,47073.85,47423.45,47010.8,47360.85,165160645,6969.8
11-Jan-24,47538.6,47662.1,47237,47438.35,132519875,5966.43
12-Jan-24,47572.7,47873.7,47408.5,47709.8,191640544,7146.18
15-Jan-24,47891.05,48248.05,47825.4,48158.3,167053734,8548.16
16-Jan-24,48109.95,48305.4,48002.85,48125.1,224460146,8140.38
17-Jan-24,46573.95,47212.75,45979.6,46064.45,499645242,29225.38
18-Jan-24,45492.75,46184.05,45430.7,45713.55,275044049,19277.92
19-Jan-24,46103.5,46249.85,45558.05,45701.15,296609385,17405.47
20-Jan-24,45989.25,46183.7,45640.9,46058.2,157202694,7004.79
23-Jan-24,46495.45,46580.3,44886.1,45015.05,422624502,23485.75
24-Jan-24,44489.4,45485.5,44489.4,45082.4,348696634,17822.46
25-Jan-24,45057.95,45139.05,44429,44866.15,386805113,19114.35
29-Jan-24,45171.5,45660.35,45110.9,45442.35,336781672,14163.2
30-Jan-24,45481.5,45678.7,45206.05,45367.75,232110117,10108.33
31-Jan-24,45295.65,46179.75,45071.2,45996.8,373131629,16491.11
01-Feb-24,46164.9,46306.9,45668.35,46188.65,305721773,10681.78
02-Feb-24,46568.2,46892.35,45901.25,45970.95,337040622,12743.15
05-Feb-24,45962.25,46048.6,45615.1,45825.55,265909716,11202.01
06-Feb-24,45891.2,45932.15,45527,45690.8,178592534,9115.56
07-Feb-24,45944.6,46062.85,45620.5,45818.5,283674776,13737.11
08-Feb-24,45973.85,46181.2,44893.75,45012,319908560,17193.25
09-Feb-24,44986.75,45718.15,44859.15,45634.55,275980366,13111.21
12-Feb-24,45664.3,45748.5,44633.85,44882.25,268816417,10317.6
13-Feb-24,45056.8,45750.4,44819.55,45502.4,245860544,12243.15
14-Feb-24,45014.65,46170.45,44860.75,45908.3,279949703,16369.67
15-Feb-24,46027.1,46297.7,45590.2,46218.9,277735723,11616.29
16-Feb-24,46454.3,46693.4,46264.4,46384.85,291383103,10101.23
19-Feb-24,46554.9,46717.4,46317.7,46535.5,158391356,8048.39
20-Feb-24,46444.9,47136.75,46367.8,47094.2,171886069,10520.32
21-Feb-24,47363.4,47363.4,46886.95,47019.7,198947007,11151.61
22-Feb-24,46934.55,47024.05,46426.85,46919.8,177182875,11307.92
23-Feb-24,47060.7,47245.35,46723.15,46811.75,200518213,8632.88
26-Feb-24,46615.85,46893.15,46513.55,46576.5,223684075,8008.66
27-Feb-24,46480.2,46722.25,46324.9,46588.05,157256037,7924.81
28-Feb-24,46640.9,46754.55,45852.55,45963.15,167271103,6980.13
29-Feb-24,45881.45,46329.65,45661.75,46120.9,544734727,16455.05
01-Mar-24,46218,47342.25,46218,47286.9,172519003,8587.25
04-Mar-24,47318.5,47529.6,47191.65,47456.1,158086247,7795.84
05-Mar-24,47265.7,47737.85,47196.75,47581,176908608,8513.12
06-Mar-24,47451.65,48161.25,47442.25,47965.4,301719696,14489.87
07-Mar-24,48035.8,48071.7,47747.2,47835.8,146312130,8873.38
11-Mar-24,47792.2,47853.8,47230.65,47327.85,204168522,10257.14
12-Mar-24,47351.35,47812.75,46884.45,47282.4,207215490,13545.13
13-Mar-24,47341.15,47468.7,46842.15,46981.3,274610911,14793.18
14-Mar-24,46825.75,47231.5,46565.55,46789.95,220394655,11310.48
15-Mar-24,46572.1,46802.55,46310.5,46594.1,339276817,26718.21
