Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
01-Jan-24,35496.4,35890.75,35353.85,35695.9,17623657,2074.6
02-Jan-24,35668.05,35701.8,35106.15,35283.1,18439234,2895.14
03-Jan-24,35039.05,35076.95,34367.75,34395.45,24861533,3676.31
04-Jan-24,34552.95,34800.35,34236.6,34409.4,26946973,4630.83
05-Jan-24,34469.7,34991.55,34459.45,34851.7,24561089,3881.91
08-Jan-24,34876.65,34881.8,34419.75,34514.65,15045046,2333.53
09-Jan-24,34926.65,35139.35,34608.45,34662.45,18703812,2952.13
10-Jan-24,34693,34941,34546.95,34834.35,16291250,2674.57
11-Jan-24,34978.3,35104.95,34665.1,34735.25,21928232,3750.79
12-Jan-24,35673,36581.1,35659.55,36521.7,67145819,11716.84
15-Jan-24,37538.45,37929.3,37109.35,37201.95,99246973,10636.61
16-Jan-24,37132.4,37132.4,36600.45,36727.1,28835598,3946.31
17-Jan-24,36299.6,37107.2,36289.3,36960.4,35576084,5811.43
18-Jan-24,36784.35,36826.45,36136.4,36730.5,34235335,6264.49
19-Jan-24,37065,37263.95,36831.35,37069.25,24371607,4557.06
20-Jan-24,37259.8,37310.65,36643.7,36697.5,10653354,1460.48
23-Jan-24,36958.3,37383.45,36424.9,36521.35,31151729,6097.1
24-Jan-24,36761.6,37174.2,36435.3,37090.15,23570462,4550.63
25-Jan-24,36938.6,36938.6,36354.1,36496.2,30826693,5344.18
29-Jan-24,36553.8,36653.25,36351.5,36531.9,18309101,3617.42
30-Jan-24,36682.1,37022.9,36321.1,36381.95,19523683,3748.14
31-Jan-24,36373.95,36704.5,36228.85,36638.4,25117373,4659.14
01-Feb-24,36632.5,36951.4,36451.15,36534.55,18718023,3546.55
02-Feb-24,36730.15,37663.95,36729.95,37323.25,26859773,4976.27
05-Feb-24,37441,37574.45,37097.95,37162.15,15430785,2865.2
06-Feb-24,37267.15,38286,37161.6,38246.3,36882082,6269.58
07-Feb-24,38345.4,38373.45,37734.55,37767.75,17749710,3252.94
08-Feb-24,37893.45,38101.5,37625.75,37851.6,20865415,3678.53
09-Feb-24,37891.5,38082.05,37443.75,37699.25,16093101,3023.27
12-Feb-24,37770,38285.35,37770,37998,38322893,4972.46
13-Feb-24,38070.4,38258.5,37605.3,38204,20462096,2825.48
14-Feb-24,37724.75,37844.7,37200.05,37775.4,22949601,3309.08
15-Feb-24,38053.3,38270.45,37735.6,37999.55,19193939,3022.94
16-Feb-24,38211.55,38516.55,38131.85,38477.05,29458754,3772.13
19-Feb-24,38526.95,38559.85,38042.65,38363.15,17687856,2627.05
20-Feb-24,38190.75,38347.9,37780.2,38029.7,15684960,2704.21
21-Feb-24,37938.85,38001.45,37302.6,37405.9,18939297,3331.09
22-Feb-24,37535.75,38192.1,37395.35,38130.15,23917564,4324.67
23-Feb-24,38487.5,38490.45,37980.1,38045.65,22926945,3709.27
26-Feb-24,37991.9,38005.85,37384.9,37598.65,14505060,3284.97
27-Feb-24,37606.7,37929.3,37606.7,37870.25,17917209,3416.36
28-Feb-24,37926.65,38138.35,37594.5,37741.75,14799770,2511.43
29-Feb-24,37616.2,37896.05,37414.95,37720.4,26378415,5002.48
01-Mar-24,37823.7,37888.85,37462.85,37516.05,18800716,3686.96
04-Mar-24,37634.25,37733.25,37279.45,37314.8,14489617,3107.15
05-Mar-24,37180.05,37202.3,36613.1,36720.75,18131793,3330.77
06-Mar-24,36627.65,37050.15,36134,37001.8,20098500,3686.11
07-Mar-24,37057.95,37318.95,36838.35,37099.9,20519523,3881.66
11-Mar-24,37082,37203.85,36820.35,36988.3,20990399,3955.04
12-Mar-24,36991.5,37568.95,36981.7,37224.25,20585390,4243.62
13-Mar-24,37320.8,37556.6,36689.1,36946.45,21772997,4067.41
14-Mar-24,36901.9,37723.35,36607.65,37679.6,26011601,4845.33
15-Mar-24,37524.35,37592.05,37264.9,37500.7,30323251,5684.82
